"","X.Cuvash.","X.Karachai.","X.Kazakh.","X.Khakass.","X.Kirghiz.","X.SouthAltaic.","X.Tatar.","X.Turkish.","X.Turkmen.","X.Tuvan.","X.Uzbek.","X.Yakut."
"458","0","1","0","0","0","0","0","1","0","0","0","0"
"459","0","1","1","1","1","1","1","1","0","1","1","1"
"460","0","1","0","0","0","0","0","1","1","0","1","0"
"461","1","0","1","0","1","0","0","1","1","0","1","0"
"462","0","1","0","0","0","0","0","1","0","0","0","0"
"463","0","0","0","0","0","0","0","1","1","0","0","0"
"464","0","1","0","0","0","0","0","1","0","1","0","0"
"465","1","1","1","0","1","0","1","0","1","0","1","0"
"466","1","1","1","1","1","0","1","1","1","1","1","1"
"467","1","1","1","1","1","1","1","1","1","0","1","0"
"468","0","0","0","0","0","0","0","1","0","0","0","0"
"469","1","1","1","1","1","1","1","1","1","1","1","1"
"470","1","1","1","1","1","1","1","1","1","0","1","0"
"471","1","1","1","1","1","1","0","1","1","1","1","0"
"472","1","1","1","0","1","1","1","1","1","1","1","1"
"473","1","1","1","1","0","1","0","1","1","0","1","0"
"474","1","1","1","1","1","0","1","1","1","1","1","1"
"475","1","0","1","1","1","1","1","1","0","1","1","1"
"476","0","1","1","1","1","1","1","1","1","1","1","1"
"477","1","1","1","1","1","1","1","1","1","1","1","1"
"478","1","1","1","1","1","1","1","1","1","1","1","1"
"479","1","1","1","1","1","0","1","1","1","1","1","1"
"480","1","1","0","0","1","0","0","1","0","0","0","0"
"481","0","1","1","1","1","0","1","1","1","0","1","0"
"482","1","1","1","0","1","0","1","1","1","0","1","0"
"483","0","0","0","1","1","1","0","1","0","1","0","1"
"484","1","1","1","1","1","1","1","1","1","1","1","1"
"485","1","1","1","1","1","1","1","1","1","1","1","1"
"486","1","1","1","0","1","0","1","1","1","1","1","1"
"487","1","1","1","1","1","1","1","1","1","1","1","1"
"488","1","0","0","0","0","0","0","1","0","0","0","0"
"489","0","0","1","0","1","0","1","1","0","0","1","0"
"490","1","1","0","0","0","0","1","1","0","0","0","0"
"491","1","1","1","1","1","1","1","1","1","1","1","0"
"492","0","0","1","0","1","0","1","0","0","1","1","1"
"493","1","1","1","1","1","1","1","1","1","0","1","1"
"494","1","1","1","1","1","1","1","1","1","1","1","0"
"495","1","1","1","1","1","1","1","1","1","1","1","1"
"496","1","1","1","1","1","0","1","1","1","1","1","1"
"497","0","1","0","1","0","1","1","1","0","1","1","1"
"498","0","1","1","0","1","1","1","1","0","0","1","1"
"499","1","0","0","0","0","0","0","1","1","0","1","0"
"500","1","1","1","1","1","1","1","1","1","0","1","1"
"501","0","1","0","0","0","0","1","1","1","0","0","0"
"502","1","1","1","1","1","1","1","1","1","1","1","0"
"503","0","1","1","0","1","1","1","1","1","1","1","1"
"504","0","0","0","0","0","0","0","0","0","1","0","1"
"505","1","1","1","1","1","0","1","1","1","1","1","1"
"506","1","1","1","1","1","0","1","1","1","1","1","1"
"507","0","1","1","1","1","0","0","1","1","0","1","1"
"508","0","0","0","1","0","1","1","0","0","1","1","1"
"509","0","0","1","1","0","0","0","1","1","1","1","1"
"510","0","1","1","0","1","0","0","1","0","0","0","0"
"511","1","1","1","1","1","1","1","1","1","1","1","0"
"512","1","0","1","1","1","1","1","1","1","1","1","1"
"513","0","1","1","0","1","1","1","1","1","0","1","0"
"514","0","1","1","0","1","0","1","1","1","0","1","0"
"515","0","1","0","0","0","0","1","1","0","0","1","0"
"516","1","1","1","1","1","1","1","1","1","1","1","0"
"517","0","0","0","1","0","0","0","0","0","1","0","0"
"518","1","1","1","1","1","1","1","1","1","1","1","1"
"519","0","1","1","1","1","1","1","1","1","1","1","1"
"520","1","1","1","0","0","0","1","1","1","0","0","1"
"521","1","1","1","1","1","1","1","1","0","1","1","0"
"522","0","0","1","1","1","0","1","0","0","0","1","0"
"523","0","1","0","1","1","1","1","1","0","1","0","1"
"524","1","1","1","1","1","1","1","1","1","1","1","1"
"525","1","1","1","0","0","0","1","1","1","0","1","0"
"526","1","1","1","0","0","1","1","1","1","0","1","0"
"527","0","0","0","0","1","1","0","0","0","0","1","0"
"528","1","1","1","0","1","0","1","1","1","0","1","0"
"529","1","1","1","0","1","1","1","1","1","1","1","1"
"530","0","0","1","1","0","1","0","0","1","1","1","0"
"531","1","0","1","1","1","1","1","1","1","1","0","1"
"532","0","1","1","0","1","0","1","1","0","0","0","0"
"533","1","1","1","1","1","1","1","1","1","1","1","1"
"534","1","1","1","1","1","0","0","1","1","1","1","1"
"535","1","1","1","1","1","0","1","1","1","1","1","1"
"536","1","0","1","0","0","0","0","1","1","0","1","0"
"537","0","0","0","0","1","0","0","0","0","1","0","1"
"538","1","1","1","1","1","0","1","1","1","1","1","1"
"539","0","1","1","1","1","1","1","1","1","1","1","1"
"540","0","1","1","1","1","0","1","1","1","1","1","1"
"541","1","1","1","1","1","1","1","1","1","1","1","1"
"542","1","0","1","1","1","1","1","1","1","1","1","1"
"543","1","1","1","1","1","0","1","1","1","0","1","1"
"544","0","0","1","0","1","1","0","0","0","1","0","1"
"545","1","1","1","1","1","1","1","1","1","1","1","1"
"546","0","1","1","1","1","1","1","1","1","1","1","1"
"547","1","1","1","1","1","0","1","0","1","1","1","1"
"548","1","1","1","0","1","0","1","1","1","0","1","0"
"549","1","1","1","0","1","1","1","1","1","0","1","0"
"550","1","1","1","1","1","1","1","1","1","1","1","1"
"551","0","1","1","1","1","1","1","1","1","1","1","1"
"552","0","1","1","0","1","0","1","1","1","0","1","0"
"553","1","1","1","1","1","1","1","1","1","1","1","1"
"554","1","1","1","1","1","1","1","1","1","1","1","0"
"555","1","1","1","1","1","1","1","1","1","0","1","1"
"556","0","1","1","1","1","1","1","0","1","0","1","0"
"557","0","1","1","0","1","0","1","0","0","1","0","0"
"558","1","1","1","1","1","0","1","1","1","1","1","1"
"559","1","1","1","1","1","1","1","1","1","1","1","0"
"560","1","1","1","0","1","1","1","1","0","0","0","1"
"561","0","0","1","0","0","0","1","0","1","0","0","0"
"562","0","0","1","1","1","0","0","0","0","1","0","1"
"563","0","0","0","0","1","0","0","0","0","1","0","1"
"564","0","1","0","1","1","0","1","1","1","1","1","1"
"565","1","1","1","1","1","1","1","1","1","1","1","0"
"566","0","0","1","0","1","1","0","0","0","0","1","0"
"567","0","1","0","0","0","0","0","1","0","1","0","1"
"568","1","1","1","1","1","1","1","1","1","1","1","1"
"569","0","1","1","1","1","1","1","0","1","1","1","0"
"570","1","1","1","1","1","1","1","1","1","1","1","1"
"571","1","1","1","1","1","0","1","1","1","1","1","1"
"572","0","1","1","1","1","0","1","0","1","1","1","0"
"573","0","1","0","0","0","0","0","1","1","0","0","0"
"574","0","1","1","0","1","0","0","0","1","0","0","1"
"575","1","1","1","0","1","1","1","1","1","0","1","1"
"576","1","1","1","1","1","1","1","1","1","1","1","1"
"577","1","1","1","1","1","1","1","1","1","0","1","0"
"578","0","0","0","0","1","0","0","1","1","0","1","0"
"579","1","1","0","0","0","0","0","1","0","0","0","0"
"580","1","0","0","0","0","0","0","1","1","0","1","1"
"581","0","0","0","0","0","0","0","0","0","1","0","1"
"582","1","1","1","1","1","1","1","1","1","1","1","0"
"583","0","0","0","0","0","0","0","0","0","1","0","1"
"584","0","0","1","0","1","1","1","0","0","1","1","1"
"585","0","0","1","0","1","1","1","0","0","1","1","1"
"586","0","1","1","1","1","1","0","1","0","1","0","1"
"587","0","0","1","1","1","1","1","1","0","1","0","1"
"588","1","1","1","1","1","0","1","1","1","0","1","1"
"589","0","1","0","0","0","0","0","0","0","0","0","0"
"590","1","0","0","0","0","0","0","0","0","0","0","0"
"591","0","1","0","1","0","0","1","1","1","0","1","1"
"592","1","1","1","1","1","1","1","1","1","1","1","0"
"593","1","1","1","1","1","1","1","1","1","1","1","1"
"594","1","1","1","1","1","1","1","1","1","1","1","1"
"595","0","0","1","1","1","1","0","1","0","0","1","0"
"596","1","1","1","0","1","0","1","0","0","0","1","0"
"597","1","1","1","0","1","0","1","1","1","1","1","0"
"598","0","0","0","0","1","0","0","0","0","0","1","0"
"599","0","1","1","1","1","1","1","1","1","1","1","1"
"600","0","0","1","0","0","0","0","0","1","0","0","0"
"601","1","1","1","1","1","1","1","1","1","1","1","1"
"602","1","0","0","0","0","1","1","1","0","1","0","0"
"603","1","1","1","1","1","1","1","1","1","0","1","0"
"604","1","1","1","0","1","1","1","1","1","0","1","1"
"605","1","1","1","0","1","1","1","1","1","1","1","1"
"606","0","1","0","0","0","0","1","0","0","0","0","0"
"607","1","1","1","0","1","0","1","1","1","0","1","0"
"608","1","1","0","1","0","0","0","1","0","1","0","1"
"609","1","1","1","1","1","1","1","1","1","1","1","1"
"610","1","1","1","1","1","1","1","1","1","1","1","1"
"611","0","0","0","1","1","0","0","0","0","1","0","1"
"612","0","0","0","1","0","0","0","0","0","1","1","1"
"613","0","0","1","0","0","0","1","0","1","0","0","0"
"614","0","1","1","1","1","1","1","1","1","1","1","0"
"615","1","1","1","0","1","1","1","1","1","1","1","0"
"616","0","1","1","1","1","1","1","1","0","1","1","1"
"617","0","1","1","1","1","0","0","1","1","1","1","0"
"618","0","0","0","1","0","1","0","0","0","1","0","1"
"619","1","0","1","0","1","0","1","0","0","0","1","1"
"620","0","0","1","0","1","1","1","0","1","0","1","0"
"621","0","0","1","0","1","0","1","1","1","0","0","0"
"622","1","0","1","0","1","1","0","0","1","0","1","0"
"623","1","1","1","0","1","1","1","0","0","0","1","0"
"624","0","1","1","1","1","1","1","1","1","0","1","0"
"625","1","1","1","1","1","0","0","1","0","0","0","0"
"626","1","1","1","1","1","1","1","1","1","1","1","1"
"627","0","1","1","0","1","1","1","1","1","0","1","0"
"628","0","1","1","0","1","1","1","1","0","1","1","0"
"629","0","1","1","0","1","0","1","1","1","0","1","0"
"630","1","1","1","0","1","1","1","1","0","1","1","0"
"631","0","0","0","0","0","0","0","0","0","1","0","1"
"632","1","1","1","1","1","1","1","1","1","1","1","1"
"633","1","1","1","1","1","1","1","1","1","1","1","0"
"634","0","1","1","1","1","1","1","1","1","1","1","0"
"635","0","0","0","0","0","0","0","1","0","0","0","0"
"636","0","0","1","0","0","0","0","0","0","0","1","0"
"637","1","1","1","1","1","0","1","1","1","0","1","0"
"638","1","1","1","1","1","1","1","1","1","1","1","0"
"639","1","1","1","1","1","0","1","1","1","0","1","1"
"640","0","1","1","0","1","1","1","1","1","0","1","0"
"641","1","1","1","1","1","1","0","1","1","1","1","1"
"642","1","1","1","1","1","1","1","1","1","1","1","0"
"643","0","1","1","1","1","1","1","1","1","1","1","1"
"644","0","0","0","0","0","0","0","1","1","0","0","0"
"645","1","1","1","1","1","0","1","1","1","1","1","1"
"646","1","1","1","1","1","1","1","1","1","1","1","1"
"647","1","1","1","1","1","1","1","1","1","0","1","1"
"648","0","1","1","1","1","0","1","1","1","1","1","1"
"649","1","1","1","1","1","1","1","1","1","0","1","0"
"650","1","1","1","1","1","1","1","1","1","1","1","0"
"651","0","1","1","1","0","1","0","1","1","0","0","1"
"652","0","0","1","0","1","1","1","0","1","0","1","0"
"653","1","1","1","1","1","1","1","1","1","1","1","1"
"654","1","1","1","0","1","0","1","1","1","0","0","0"
"655","0","1","1","1","1","1","1","0","1","1","1","1"
"656","1","0","0","0","1","0","1","1","1","0","0","0"
"657","0","0","1","1","1","0","1","1","1","0","1","0"
"658","0","1","1","1","1","0","1","1","1","1","1","1"
"659","0","1","0","0","0","0","0","1","0","0","0","0"
"660","0","0","1","1","1","1","1","1","0","0","1","1"
"661","1","0","0","0","1","0","0","1","1","1","1","0"
"662","0","1","1","0","1","0","1","1","1","1","1","0"
"663","0","0","1","1","1","1","1","0","1","1","1","0"
"664","0","1","0","0","1","0","0","1","0","1","0","0"
"665","1","1","1","1","1","1","1","1","1","1","1","1"
"666","1","1","1","1","1","1","1","1","1","1","1","0"
"667","1","1","1","0","1","0","1","0","1","1","1","1"
"668","1","1","1","1","1","1","1","1","1","1","1","1"
"669","0","1","1","1","1","1","1","1","1","0","1","1"
"670","1","1","1","1","1","1","0","1","1","1","1","1"
"671","0","1","1","0","1","0","1","1","1","0","1","0"
"672","0","1","0","0","0","0","1","1","1","0","1","1"
"673","1","1","0","0","0","0","1","1","1","0","0","0"
"674","1","1","1","1","1","1","1","1","1","1","1","1"
"675","0","0","1","0","0","0","0","1","1","1","1","1"
"676","0","0","0","0","1","1","1","1","1","0","1","0"
"677","0","1","1","1","1","0","1","1","1","0","0","0"
"678","0","1","0","1","0","0","0","1","0","1","1","1"
"679","1","1","1","1","1","1","1","1","1","1","1","1"
"680","0","0","1","0","1","0","0","1","1","1","1","1"
"681","0","1","1","1","1","1","1","1","1","1","1","1"
"682","0","1","0","1","1","1","0","1","0","1","0","0"
"683","0","1","1","0","1","1","1","1","1","1","1","0"
"684","1","0","0","0","0","0","1","1","1","0","0","0"
"685","1","1","0","1","0","1","0","0","1","1","0","1"
"686","1","1","1","1","1","1","1","1","1","0","1","1"
"687","0","1","1","1","1","1","1","1","1","1","1","1"
"688","0","1","1","0","1","0","1","0","1","1","1","0"
"689","1","1","1","1","1","1","1","1","1","1","1","1"
"690","0","1","1","0","1","1","1","1","1","0","1","1"
"691","1","1","1","1","1","1","1","1","1","0","1","1"
"692","0","1","1","1","1","1","1","1","1","1","1","1"
"693","1","1","1","1","1","0","1","1","1","0","1","0"
"694","0","1","1","1","0","1","0","1","1","0","1","1"
"695","1","1","1","1","0","1","1","1","1","1","1","1"
"696","1","1","1","1","1","1","1","1","1","0","1","0"
"697","0","1","1","0","1","0","0","1","1","0","1","0"
"698","0","1","1","1","1","1","1","1","1","1","1","1"
"699","1","1","1","1","1","1","1","1","1","0","1","1"
"700","0","0","0","1","0","1","0","1","1","0","0","0"
"701","0","1","1","1","1","1","1","1","1","0","1","0"
"702","1","1","1","1","1","1","1","1","1","0","1","1"
"703","1","1","1","1","1","0","1","1","1","1","1","1"
"704","0","1","1","0","1","1","1","1","1","0","1","1"
"705","1","1","0","1","1","0","0","1","1","1","1","1"
"706","1","1","1","1","1","1","1","1","1","1","0","0"
"707","0","0","0","0","1","0","0","1","0","0","0","0"
"708","1","1","1","1","1","0","1","1","1","1","1","1"
"709","1","1","1","0","1","1","1","1","0","0","1","1"
"710","0","0","1","0","1","0","0","1","1","0","0","0"
"711","1","1","1","1","1","0","1","1","1","1","1","1"
"712","1","1","1","1","1","0","1","1","1","1","1","1"
"713","0","0","0","0","0","0","1","0","0","1","0","1"
"714","0","0","1","1","1","0","0","0","1","1","1","1"
"715","0","1","0","0","0","0","0","0","1","0","0","0"
"716","1","1","1","1","0","1","1","1","1","1","1","1"
"717","1","1","1","1","1","0","1","1","1","1","1","1"
"718","0","0","0","1","0","0","0","0","0","1","0","1"
"719","0","1","1","1","1","1","0","0","0","1","0","1"
"720","1","1","1","1","1","0","0","1","1","1","1","0"
"721","1","1","1","1","1","1","1","1","1","0","1","0"
"722","0","1","1","1","1","1","1","1","1","1","1","1"
"723","0","1","1","0","1","0","1","1","1","0","1","1"
"724","1","1","1","1","0","1","1","1","1","1","1","0"
"725","1","1","1","1","1","0","1","1","1","1","1","1"
"726","0","1","0","0","0","0","1","0","0","0","0","0"
"727","1","1","1","1","1","1","1","1","1","1","1","0"
"728","0","1","1","1","1","1","1","1","1","1","1","1"
"729","1","1","0","1","1","1","1","1","1","1","1","1"
"730","1","1","1","1","1","0","1","1","1","1","1","1"
"731","0","1","1","0","1","1","1","1","1","0","1","1"
"732","1","1","1","1","1","1","1","1","0","1","1","0"
"733","0","1","1","1","1","1","1","0","1","0","1","1"
"734","0","1","1","1","1","1","1","1","1","1","1","1"
"735","0","1","1","0","1","0","1","1","1","0","1","0"
"736","1","1","1","1","1","1","1","1","1","1","1","1"
"737","0","1","1","1","1","1","1","0","1","1","1","1"
"738","0","0","1","0","1","0","1","1","1","0","1","0"
"739","0","0","1","1","1","1","1","1","1","0","1","1"
"740","0","0","1","0","1","0","1","0","1","1","1","1"
"741","0","1","0","0","0","1","1","1","1","0","1","0"
"742","1","1","1","1","1","0","1","1","1","1","1","1"
"743","0","1","1","1","1","1","1","1","1","1","1","1"
"744","0","1","0","1","1","1","0","1","0","1","0","1"
"745","0","0","0","1","1","1","1","0","0","0","0","0"
"746","0","0","0","1","1","0","1","0","0","1","0","1"
"747","1","1","1","1","1","1","1","1","1","1","1","1"
"748","0","0","1","1","1","1","1","1","0","1","1","1"
"749","1","0","0","0","0","0","1","0","0","0","0","0"
"750","0","1","1","0","1","0","1","0","0","0","1","1"
"751","1","1","1","1","1","1","1","1","1","1","1","1"
"752","1","1","1","1","1","1","1","1","1","1","1","1"
"753","1","0","0","0","0","0","1","0","0","1","1","0"
"754","1","0","1","0","0","0","1","1","1","0","1","0"
"755","0","1","1","0","1","0","1","1","1","0","1","0"
"756","1","1","1","1","1","1","1","1","1","1","1","1"
"757","0","1","1","1","1","1","1","0","1","1","1","1"
"758","0","1","1","1","1","1","1","1","1","1","1","0"
"759","1","1","0","1","0","0","0","1","1","1","1","1"
"760","0","0","1","0","1","0","1","0","0","0","1","0"
"761","1","1","1","0","1","0","1","1","1","0","1","0"
"762","0","0","1","0","1","1","1","0","0","1","0","0"
"763","0","1","1","1","1","1","1","1","1","1","1","1"
"764","0","1","1","0","1","1","0","1","1","0","1","0"
"765","1","1","1","1","1","1","1","1","1","1","1","1"
"766","0","1","0","0","0","0","0","1","1","0","0","0"
"767","0","1","1","1","1","1","1","1","1","1","1","1"
"768","1","1","1","1","1","1","1","1","0","1","1","1"
"769","1","1","1","1","1","1","1","1","1","1","1","1"
"770","0","1","1","1","1","1","1","1","1","1","1","0"
"771","0","0","1","1","1","0","0","0","0","1","1","1"
"772","0","1","1","0","1","1","1","1","1","0","1","0"
"773","0","1","1","1","1","1","1","1","1","1","1","0"
"774","0","1","1","1","1","1","1","0","1","0","1","0"
"775","1","1","1","0","1","0","1","1","1","0","1","0"
"776","1","0","0","0","0","0","1","0","0","0","0","0"
"777","0","1","1","1","1","1","1","0","1","1","1","0"
"778","0","1","1","0","0","0","1","0","0","0","0","0"
"779","0","0","0","0","0","0","0","1","1","0","0","0"
"780","1","1","1","0","1","1","1","1","1","1","1","1"
"781","1","1","1","1","1","1","1","1","1","1","1","1"
"782","1","1","1","1","1","1","1","1","1","1","1","1"
"783","0","1","0","0","0","0","1","1","1","0","1","0"
"784","1","0","1","1","1","1","1","0","0","1","1","0"
"785","1","1","1","1","1","0","1","1","1","0","1","0"
"786","1","1","1","1","1","0","1","1","1","0","1","0"
"787","0","0","1","0","1","0","1","0","1","0","0","1"
"788","0","0","0","0","1","0","1","0","1","0","1","0"
"789","1","1","1","1","1","1","1","0","1","1","1","1"
"790","0","1","1","1","1","1","1","1","1","1","1","1"
"791","0","0","1","0","1","0","0","0","0","0","1","0"
"792","1","1","1","1","1","1","1","1","1","1","1","0"
"793","0","0","1","1","0","0","0","1","0","1","0","0"
"794","1","1","1","1","1","1","1","1","1","1","1","0"
"795","0","1","1","1","1","1","1","1","1","1","1","0"
"796","1","1","1","0","1","1","1","0","1","1","1","1"
"797","1","1","1","1","1","1","1","1","1","1","1","1"
"798","0","1","1","1","1","0","1","1","1","1","1","0"
"799","0","1","1","1","1","1","1","1","1","1","1","0"
"800","0","1","1","0","0","0","1","1","1","0","1","1"
"801","0","0","0","1","1","1","0","0","0","1","1","0"
"802","1","1","1","0","1","0","1","1","1","0","1","0"
"803","1","1","1","0","1","1","1","1","1","0","1","0"
"804","0","1","1","0","1","1","1","1","1","1","1","0"
"805","0","0","1","0","1","0","0","1","1","0","1","0"
"806","0","1","0","0","1","0","0","1","0","1","0","1"
"807","1","1","1","0","1","1","1","1","1","1","1","0"
"808","1","1","1","1","1","1","1","1","1","1","1","1"
"809","1","1","1","1","1","0","1","1","1","1","1","1"
"810","1","1","1","1","1","1","1","1","1","1","1","1"
"811","1","1","1","1","1","0","1","1","1","0","1","1"
"812","1","1","1","0","1","1","1","1","0","0","1","0"
"813","0","1","1","1","1","1","1","1","1","1","1","1"
"814","0","1","0","0","0","0","1","1","0","0","1","0"
"815","1","1","1","0","0","0","0","1","0","0","0","0"
"816","0","1","1","1","1","0","1","1","0","0","1","0"
"817","0","1","1","0","0","0","0","0","0","0","1","0"
"818","1","1","1","0","1","1","1","1","1","0","1","1"
"819","0","1","1","1","1","1","1","1","1","1","1","0"
"820","1","1","1","1","1","1","1","1","1","1","1","0"
"821","1","0","1","0","1","0","1","0","0","1","1","1"
"822","1","1","1","1","1","1","1","1","1","1","1","1"
"823","1","1","1","0","1","0","1","1","1","0","1","0"
"824","1","1","1","1","1","1","1","1","1","1","1","0"
"825","0","1","0","0","0","0","1","1","1","0","0","0"
"826","1","1","1","1","1","1","1","0","0","1","1","1"
"827","0","0","1","1","1","1","1","1","1","1","1","0"
"828","1","0","0","0","0","0","1","0","1","0","0","0"
"829","1","1","1","1","1","0","1","1","1","0","0","0"
"830","1","1","1","1","1","1","1","1","1","1","1","0"
"831","1","1","1","1","1","1","1","1","1","0","1","0"
"832","1","1","1","0","1","0","1","1","1","0","1","0"
"833","0","1","1","1","1","1","1","1","1","1","1","1"
"834","1","1","1","0","1","0","1","0","1","1","1","0"
"835","0","1","0","0","0","1","1","0","0","0","1","0"
"836","0","1","0","1","1","1","1","0","1","0","0","1"
"837","1","1","1","1","1","1","1","1","1","1","1","0"
"838","0","1","1","1","1","1","1","1","1","1","1","1"
"839","1","1","1","1","1","0","1","1","1","1","1","1"
"840","1","1","1","1","1","1","1","1","1","1","1","1"
"841","1","1","0","0","0","0","0","1","1","0","1","0"
"842","0","0","1","1","1","1","0","1","1","0","1","1"
"843","1","1","0","0","0","0","0","1","0","0","0","1"
"844","0","1","0","0","0","0","1","1","1","0","1","0"
"845","1","1","0","1","0","1","1","0","0","0","1","0"
"846","0","1","1","0","1","1","1","1","1","1","1","0"
"847","0","0","1","1","1","1","1","0","0","1","1","0"
"848","1","1","1","1","1","1","1","1","1","0","1","0"
"849","1","0","0","0","0","0","0","0","0","0","0","0"
"850","0","1","1","1","1","1","1","1","1","1","1","1"
"851","1","1","1","0","1","1","1","1","1","0","1","0"
"852","0","0","0","1","1","0","1","1","1","0","1","0"
"853","1","0","0","0","0","0","0","1","0","0","0","0"
"854","1","0","1","0","1","0","1","0","0","0","1","0"
"855","0","0","1","0","1","0","0","0","0","0","1","0"
"856","1","0","0","0","0","0","0","1","0","0","1","0"
"857","0","1","1","0","0","0","1","1","1","1","1","0"
"858","1","1","1","1","1","1","1","1","1","1","1","1"
"859","0","0","1","0","0","1","1","0","0","0","0","0"
"860","1","1","1","1","1","1","1","1","1","1","0","1"
"861","1","1","0","0","0","0","0","0","0","0","0","0"
"862","1","1","1","0","0","0","1","1","0","0","0","0"
"863","0","0","0","0","0","0","0","1","1","0","0","0"
"864","0","0","1","1","1","1","1","1","1","1","1","1"
"865","1","1","1","1","1","1","1","0","1","0","1","1"
"866","0","1","1","1","1","1","1","0","0","0","0","0"
"867","1","1","1","0","1","1","1","0","1","0","1","0"
"868","0","1","1","0","1","0","1","0","1","0","1","0"
"869","1","1","1","1","1","1","1","1","1","1","1","1"
"870","0","0","1","0","1","1","0","1","0","1","1","1"
"871","1","1","1","1","1","1","1","1","1","0","1","1"
"872","1","1","1","1","1","1","1","1","1","0","1","1"
"873","0","1","1","0","1","0","1","1","0","0","1","0"
"874","0","1","1","1","1","1","1","1","1","1","0","0"
"875","1","1","1","1","1","0","1","1","1","1","1","0"
"876","0","1","1","0","1","0","1","1","1","1","1","0"
"877","1","1","1","0","1","0","1","1","1","0","1","1"
"878","1","1","1","1","1","1","1","1","1","1","1","1"
"879","1","1","0","0","0","0","0","0","0","0","0","0"
"880","1","1","0","0","0","0","0","1","1","0","0","0"
"881","1","0","0","0","0","0","1","0","0","0","0","0"
"882","1","0","1","1","1","1","1","1","1","1","1","1"
"883","0","1","1","1","1","0","1","1","1","1","1","1"
"884","1","1","1","1","1","1","1","1","1","1","1","1"
"885","1","1","1","1","1","1","1","1","1","0","1","0"
"886","1","1","0","0","1","1","1","1","0","1","1","1"
"887","1","0","0","0","0","0","0","0","0","0","0","0"
"888","0","1","1","0","1","0","0","0","0","0","1","1"
"889","1","1","1","1","1","1","1","1","0","1","1","1"
"890","0","1","1","0","1","0","1","1","1","1","1","0"
"891","1","1","1","1","1","1","1","1","1","1","1","0"
"892","1","1","1","0","0","0","0","1","1","1","1","1"
"893","0","1","1","0","1","1","0","1","1","1","1","1"
"894","0","1","1","1","1","0","1","0","1","0","1","0"
"895","1","1","1","1","1","1","1","0","0","0","1","0"
"896","1","1","1","0","1","0","1","1","1","0","1","0"
"897","1","1","1","1","1","0","1","1","1","0","1","1"
"898","1","1","1","0","1","0","1","0","0","0","1","0"
"899","0","0","1","1","1","0","1","1","1","1","1","0"
"900","0","0","0","1","0","1","0","0","0","1","0","0"
"901","0","1","1","0","1","0","1","1","0","0","0","0"
"902","0","0","0","1","0","1","0","0","0","0","1","1"
"903","0","0","1","1","0","1","1","0","0","1","1","0"
"904","1","1","1","1","1","0","1","1","1","1","1","1"
"905","1","1","0","0","0","0","1","0","0","0","0","0"
"906","1","0","0","0","0","0","0","0","0","0","0","0"
"907","1","0","1","1","1","0","1","1","1","1","1","1"
"908","0","1","1","1","0","0","1","1","1","1","1","1"
"909","1","1","1","1","1","1","1","1","0","0","0","1"
"910","0","0","1","1","1","1","1","0","0","0","0","1"
"911","0","1","0","0","1","0","0","1","1","0","1","1"
"912","0","0","1","1","0","1","1","1","1","1","1","1"
"913","0","0","0","1","1","1","0","1","0","0","0","0"
"914","0","1","1","1","1","0","1","1","1","1","1","1"
"915","0","0","1","0","0","0","0","0","1","0","1","0"
"916","0","1","0","0","1","0","0","1","1","0","1","0"
