"","X.Cuvash.","X.Karachai.","X.Kazakh.","X.Khakass.","X.Kirghiz.","X.SouthAltaic.","X.Tatar.","X.Turkish.","X.Turkmen.","X.Tuvan.","X.Uzbek.","X.Yakut."
"1369","0","0","0","1","1","0","0","0","0","1","0","1"
"1370","0","1","1","0","1","0","1","1","1","0","1","1"
"1371","1","0","1","0","1","0","1","0","0","0","1","0"
"1372","1","0","0","0","0","0","1","0","0","0","0","1"
"1373","0","1","1","1","1","0","1","1","1","1","1","0"
"1374","0","1","0","0","0","0","1","1","1","0","0","0"
"1375","1","1","0","0","1","0","0","1","1","0","1","0"
"1376","1","1","1","0","1","0","1","1","1","0","1","0"
"1377","0","0","1","0","1","0","0","1","0","0","1","1"
"1378","0","1","0","1","1","0","1","1","0","1","1","1"
"1379","0","1","1","1","1","0","0","1","1","1","1","1"
"1380","1","1","1","1","1","0","1","0","0","1","1","0"
"1381","0","1","1","0","0","0","1","0","0","0","0","0"
"1382","0","1","0","1","0","0","1","1","1","0","0","0"
"1383","0","1","1","1","1","0","1","1","0","1","1","0"
"1384","0","1","1","0","1","0","1","1","1","0","1","1"
"1385","0","0","0","0","0","0","0","0","0","1","0","1"
"1386","0","1","1","1","1","0","1","0","1","1","1","0"
"1387","1","0","0","0","0","0","1","0","0","0","0","0"
"1388","1","1","1","1","1","0","1","1","1","1","1","1"
"1389","1","1","1","1","0","0","1","0","1","1","1","0"
"1390","0","0","0","1","1","0","0","0","0","0","0","0"
"1391","1","1","1","0","1","0","1","0","1","0","1","0"
"1392","1","1","1","1","1","0","1","1","1","1","1","1"
"1393","1","0","0","0","1","0","0","0","0","1","1","0"
"1394","1","0","0","0","0","0","0","0","1","0","0","0"
"1395","0","1","0","0","0","0","1","0","0","0","1","1"
"1396","1","1","1","1","0","0","1","1","1","1","1","0"
"1397","1","1","1","1","0","0","1","0","1","1","1","0"
"1398","0","0","0","0","0","0","0","1","0","0","0","0"
"1399","0","1","1","1","1","0","0","1","1","1","1","1"
"1400","1","0","0","0","0","0","0","1","1","0","1","0"
"1401","0","1","1","1","1","0","1","1","1","1","1","1"
"1402","0","1","1","0","0","0","0","1","1","0","1","0"
"1403","1","1","1","1","1","0","1","1","1","1","1","1"
"1404","1","1","1","1","1","0","1","1","1","1","1","1"
"1405","0","0","0","0","1","0","0","0","0","1","0","1"
"1406","1","1","1","1","1","0","1","1","1","1","1","1"
"1407","1","1","1","1","1","0","0","1","1","1","1","1"
"1408","1","1","1","1","1","0","1","0","1","1","1","0"
"1409","1","1","1","1","1","0","1","1","1","1","1","1"
"1410","1","1","1","1","0","0","1","1","1","1","1","1"
"1411","1","1","1","1","1","0","1","1","1","1","1","1"
"1412","1","1","1","1","1","0","1","1","1","1","1","1"
"1413","0","0","1","0","1","0","0","0","0","0","1","0"
"1414","1","0","0","0","0","0","0","1","1","0","0","0"
"1415","1","1","0","0","0","0","0","0","0","0","0","0"
"1416","0","1","1","1","1","0","1","1","1","1","1","1"
"1417","1","0","0","0","0","0","0","0","1","0","0","0"
"1418","1","0","0","0","0","1","0","1","1","0","0","0"
"1419","0","0","1","1","0","0","0","0","0","0","0","0"
"1420","0","1","1","0","0","0","1","0","0","0","0","0"
"1421","1","1","1","1","1","0","1","1","1","1","1","1"
"1422","0","1","1","1","1","1","1","1","0","0","1","0"
"1423","0","1","1","1","1","0","1","1","0","1","1","1"
"1424","0","0","0","0","0","0","0","0","0","1","0","1"
"1425","1","1","1","1","1","0","1","1","1","1","1","0"
"1426","0","0","0","0","0","0","0","1","1","0","0","0"
"1427","1","1","1","1","1","0","1","1","1","1","1","1"
"1428","1","1","1","0","1","1","1","1","1","0","1","0"
"1429","0","0","0","1","0","0","0","0","0","1","1","0"
"1430","1","1","1","0","1","0","1","1","1","1","1","0"
"1431","1","1","1","1","0","1","1","1","1","0","1","0"
"1432","1","1","1","1","1","0","1","0","1","0","1","1"
"1433","0","0","0","1","1","1","0","0","0","0","0","0"
"1434","1","0","1","0","0","0","0","1","1","0","0","1"
"1435","1","1","1","1","0","1","1","0","1","1","1","1"
"1436","1","1","1","1","1","0","1","1","1","1","1","1"
"1437","1","1","1","1","1","1","1","1","1","1","1","1"
"1438","0","0","1","1","1","0","0","0","0","0","0","0"
"1439","1","1","1","1","1","1","1","1","1","1","1","1"
"1440","0","0","0","1","0","0","0","0","0","1","0","1"
"1441","0","0","0","1","1","0","0","0","0","1","0","1"
"1442","1","0","1","1","1","0","1","0","0","0","0","0"
"1443","0","0","0","1","0","1","1","0","0","0","0","0"
"1444","0","0","0","1","0","0","0","0","0","1","0","0"
"1445","0","0","1","0","1","0","0","1","1","1","1","0"
"1446","0","0","1","0","0","0","1","0","0","0","0","1"
"1447","1","0","0","0","0","0","1","1","1","0","0","0"
"1448","1","1","1","1","1","0","1","1","1","1","1","1"
"1449","0","1","1","0","1","1","1","0","1","0","1","0"
"1450","1","0","0","0","0","0","0","0","1","0","0","0"
"1451","1","1","1","0","0","0","1","1","0","0","1","0"
"1452","1","1","1","0","1","1","1","1","1","0","1","0"
"1453","0","1","1","0","0","0","1","1","0","1","0","1"
"1454","0","0","1","0","1","0","0","1","0","0","0","0"
"1455","1","1","0","0","0","0","1","1","1","0","1","0"
"1456","1","1","1","1","1","0","1","1","1","1","1","1"
"1457","1","1","1","1","1","0","1","1","1","1","1","1"
"1458","1","0","1","0","0","0","1","1","1","0","0","0"
"1459","0","0","1","1","1","0","0","0","0","0","0","0"
"1460","1","1","1","1","1","0","1","1","1","0","1","0"
"1461","1","1","1","1","1","0","1","1","1","0","1","0"
"1462","1","1","1","1","1","0","1","1","1","1","1","0"
"1463","0","1","1","0","0","0","1","0","1","0","1","0"
"1464","0","1","1","1","1","0","1","1","0","0","1","1"
"1465","0","1","1","1","0","1","0","1","1","0","0","1"
"1466","1","1","1","0","1","1","1","1","1","0","1","1"
"1467","0","1","1","1","1","1","1","1","1","1","1","0"
"1468","1","1","0","1","0","0","1","1","1","0","1","1"
"1469","1","0","0","0","0","0","0","1","0","0","0","0"
"1470","0","0","1","0","1","1","1","0","0","0","1","1"
"1471","1","0","0","0","0","0","0","1","0","0","0","0"
"1472","1","1","1","1","1","0","1","0","1","0","1","0"
"1473","0","0","0","0","0","0","0","1","1","0","0","0"
"1474","1","1","1","0","0","0","1","1","0","0","0","0"
"1475","1","1","1","1","1","0","1","1","1","1","1","1"
"1476","0","0","0","0","1","0","1","1","1","0","1","0"
"1477","0","1","1","0","1","0","1","1","1","0","1","0"
"1478","0","0","1","1","0","1","1","0","0","0","0","0"
"1479","0","1","0","1","0","1","0","0","0","0","0","0"
"1480","1","1","1","1","1","1","1","1","1","0","1","1"
"1481","0","1","1","0","1","0","1","1","0","0","1","0"
"1482","1","0","1","0","0","0","0","1","1","0","0","0"
"1483","0","0","0","0","0","0","0","0","0","1","0","1"
"1484","0","1","1","0","1","0","1","1","1","0","1","0"
"1485","0","0","0","0","0","0","0","1","1","0","1","0"
"1486","0","0","0","0","0","0","0","1","1","0","1","0"
"1487","0","0","0","0","0","0","0","0","0","0","1","0"
"1488","1","1","1","0","1","0","1","1","0","0","1","0"
"1489","1","1","1","1","1","0","1","1","0","1","1","1"
"1490","1","1","1","1","1","0","1","1","1","1","1","1"
"1491","0","1","1","1","0","0","1","1","1","0","1","0"
"1492","0","1","1","1","1","0","1","1","1","0","1","1"
"1493","0","0","0","0","0","0","0","1","1","0","0","0"
"1494","1","1","1","1","1","1","1","1","1","0","1","0"
"1495","1","1","1","1","1","1","1","1","1","0","1","0"
"1496","1","1","1","1","1","1","1","1","1","0","1","1"
"1497","0","0","0","1","0","0","0","0","0","0","0","1"
"1498","1","0","0","0","1","0","1","1","1","0","0","0"
"1499","1","1","1","1","1","0","1","1","1","0","1","1"
"1500","0","0","1","1","0","0","0","1","1","0","0","0"
"1501","1","1","1","1","1","0","1","1","1","1","1","1"
"1502","1","0","0","0","0","0","1","0","0","0","0","0"
"1503","0","0","1","0","1","1","0","1","0","0","0","0"
"1504","0","0","0","1","0","1","0","0","0","0","0","0"
"1505","1","1","1","1","1","1","1","1","1","0","1","0"
"1506","1","1","1","0","1","1","1","1","1","0","1","1"
"1507","1","0","0","0","0","1","0","1","1","0","1","0"
"1508","0","0","1","0","1","0","0","1","1","0","1","0"
"1509","1","0","0","0","0","0","1","1","1","0","0","0"
"1510","0","0","0","0","0","0","0","1","1","0","0","0"
"1511","0","0","0","1","1","1","0","1","0","0","0","0"
"1512","1","1","1","1","1","1","1","1","1","1","1","0"
"1513","1","1","1","0","0","0","0","1","1","0","1","0"
"1514","1","0","1","0","1","1","1","1","0","0","1","0"
"1515","1","1","1","0","1","0","1","1","1","1","1","1"
"1516","1","1","1","1","1","0","1","1","1","1","1","1"
"1517","0","1","1","0","0","0","1","1","1","0","1","0"
"1518","1","1","1","1","1","0","0","1","1","1","1","1"
"1519","0","1","1","0","1","0","1","0","0","0","1","1"
"1520","0","0","0","0","1","0","0","0","0","1","1","1"
"1521","0","0","0","0","0","0","1","1","1","1","1","0"
"1522","1","0","0","0","0","0","0","1","1","0","0","0"
"1523","1","1","1","1","1","0","0","1","1","1","1","1"
"1524","1","1","1","1","1","0","1","1","1","1","1","0"
"1525","0","0","0","1","0","0","0","0","0","1","0","1"
"1526","1","1","0","1","1","0","1","1","1","1","1","0"
"1527","0","0","1","1","1","0","1","1","0","1","0","1"
"1528","0","1","0","0","1","0","1","0","0","0","0","0"
"1529","1","1","1","1","1","0","0","1","1","1","1","1"
"1530","1","1","1","1","1","0","1","1","1","1","1","0"
"1531","0","1","1","1","1","0","1","1","1","1","1","0"
"1532","1","1","0","0","0","0","1","1","1","0","0","0"
"1533","0","1","1","1","1","0","1","1","1","1","1","1"
"1534","0","0","0","0","0","0","0","1","1","0","1","0"
"1535","0","0","0","1","0","0","0","1","1","0","1","0"
"1536","1","1","1","0","1","0","1","1","1","1","1","1"
"1537","0","1","1","1","1","0","1","1","1","1","1","1"
"1538","0","0","0","0","0","0","0","0","0","1","0","1"
"1539","1","1","1","1","1","0","1","1","1","1","1","0"
"1540","0","1","1","1","1","0","1","1","0","0","1","1"
"1541","1","1","1","1","1","1","1","1","1","0","1","1"
"1542","1","1","1","0","0","0","1","1","1","0","1","0"
"1543","0","1","1","1","1","0","1","1","1","1","1","0"
"1544","1","1","0","0","1","0","1","1","1","0","1","0"
"1545","0","1","1","1","1","0","1","1","1","1","1","1"
"1546","0","1","0","1","0","0","0","1","1","0","1","1"
"1547","0","1","1","1","1","0","1","1","1","1","1","0"
"1548","1","1","1","1","1","0","1","1","1","1","1","1"
"1549","0","0","0","0","0","0","1","1","0","0","1","0"
"1550","0","0","1","1","1","0","0","0","0","0","1","0"
"1551","0","0","1","1","1","0","0","0","0","1","1","1"
"1552","1","1","0","0","0","0","0","0","0","0","0","0"
"1553","1","0","1","0","0","0","1","0","0","0","0","0"
"1554","0","0","0","1","1","0","1","0","1","0","0","0"
"1555","0","1","1","1","1","0","1","1","1","1","1","1"
"1556","1","1","1","0","1","0","0","1","1","0","1","1"
"1557","0","1","1","0","1","0","1","0","1","0","0","1"
"1558","0","1","1","1","1","0","1","0","0","1","1","0"
"1559","0","1","1","1","1","0","0","1","1","1","0","1"
"1560","0","1","1","0","0","0","1","0","1","0","0","0"
"1561","0","0","1","1","1","0","1","1","0","1","1","1"
"1562","1","1","1","1","1","0","1","0","1","1","1","0"
"1563","0","0","0","1","0","0","0","0","0","1","0","1"
"1564","1","0","0","0","0","0","0","1","1","0","0","0"
"1565","0","1","1","0","1","0","1","1","1","0","0","1"
"1566","0","1","1","1","1","0","1","1","1","1","1","1"
"1567","1","1","1","1","1","0","1","1","1","1","1","0"
"1568","0","0","0","0","1","0","0","0","0","0","0","1"
"1569","1","1","0","1","1","0","1","1","1","1","1","1"
"1570","1","1","1","1","1","0","1","1","1","0","1","0"
"1571","1","1","1","1","1","0","0","1","1","1","1","1"
"1572","0","0","0","1","0","0","0","0","0","1","0","1"
"1573","0","1","1","1","1","0","1","0","0","1","1","0"
"1574","0","0","0","1","0","0","0","0","0","0","0","1"
"1575","1","1","1","1","1","0","1","0","1","0","1","0"
"1576","0","1","1","1","1","0","1","0","0","0","0","0"
"1577","0","1","1","1","1","0","1","0","1","1","1","0"
"1578","0","0","1","0","0","0","0","0","0","0","0","0"
"1579","0","0","0","0","0","0","0","1","0","0","0","0"
"1580","0","1","1","0","1","0","1","1","1","0","1","0"
"1581","0","1","1","1","1","0","1","1","1","1","1","0"
"1582","0","0","0","0","0","0","0","1","1","0","1","0"
"1583","1","1","1","0","1","0","1","1","1","0","1","0"
"1584","1","1","1","1","1","0","1","1","1","1","1","0"
"1585","0","0","1","1","1","0","0","1","1","1","1","0"
"1586","0","0","0","1","0","0","0","1","1","0","0","0"
"1587","0","1","1","0","1","0","1","1","1","0","1","0"
"1588","0","1","0","1","1","0","1","0","0","1","0","1"
"1589","0","0","1","1","1","0","0","0","1","1","0","0"
"1590","0","0","1","0","1","0","1","1","1","0","1","0"
"1591","1","0","0","1","0","0","0","0","0","1","0","0"
"1592","0","0","0","0","0","0","0","0","0","1","0","1"
"1593","0","0","1","0","0","0","1","0","0","0","0","0"
"1594","0","0","1","0","0","0","1","1","1","0","1","0"
"1595","0","0","0","0","0","0","1","0","0","0","0","1"
"1596","1","0","0","0","0","0","1","0","0","0","0","0"
"1597","1","1","1","1","1","0","1","1","1","1","1","1"
"1598","1","0","0","0","0","0","1","0","0","0","0","0"
"1599","1","1","1","1","1","0","1","1","1","1","1","1"
"1600","1","1","1","1","1","0","1","0","0","0","0","1"
"1601","1","0","1","0","0","0","1","1","0","0","0","1"
"1602","1","0","1","0","1","0","1","0","0","0","1","0"
"1603","0","0","0","1","1","0","0","0","0","1","1","1"
"1604","0","1","0","0","0","0","0","1","1","0","0","0"
"1605","1","0","0","0","0","0","1","0","0","0","0","0"
"1606","1","0","0","0","0","0","1","0","0","0","0","0"
"1607","0","0","0","0","1","0","0","0","0","0","1","0"
"1608","0","0","1","0","1","0","0","0","0","0","1","0"
"1609","0","0","0","0","1","0","0","0","0","0","1","0"
"1610","0","1","1","1","1","0","1","0","0","1","1","1"
"1611","0","0","0","0","0","0","0","0","0","1","0","1"
"1612","0","0","0","0","0","0","0","0","0","1","0","1"
"1613","1","1","1","1","1","0","1","1","1","1","1","0"
"1614","0","0","1","0","0","0","1","0","0","0","1","0"
"1615","0","1","1","1","0","0","0","0","0","0","0","0"
"1616","0","1","1","1","1","0","1","1","0","1","1","1"
"1617","1","1","1","1","1","0","1","1","1","1","1","1"
"1618","0","1","1","1","1","0","1","1","1","1","1","0"
"1619","0","1","1","1","1","0","0","1","0","1","1","0"
"1620","0","1","1","0","1","0","1","0","0","1","0","1"
"1621","0","1","1","1","1","0","1","1","1","0","1","0"
"1622","0","0","1","1","1","0","1","1","0","0","0","0"
"1623","1","1","1","1","1","0","1","0","0","1","1","1"
"1624","1","0","0","0","0","0","0","0","0","0","1","0"
"1625","1","1","0","0","1","0","0","1","1","0","1","0"
"1626","0","1","0","1","0","0","1","1","1","1","1","0"
"1627","0","1","1","1","1","0","1","0","0","1","0","1"
"1628","0","0","0","0","0","0","0","0","0","1","0","1"
"1629","1","1","1","1","1","0","1","0","1","0","1","0"
"1630","1","1","1","0","1","0","1","0","0","0","1","0"
"1631","1","1","0","1","0","0","0","1","0","1","0","1"
"1632","1","1","0","0","0","0","0","0","0","0","0","0"
"1633","1","1","1","1","1","0","1","1","0","0","1","0"
"1634","1","1","1","0","1","0","1","1","1","1","1","1"
"1635","0","0","1","0","1","0","1","0","0","0","1","0"
"1636","1","1","1","1","1","0","1","1","0","1","1","0"
"1637","0","1","1","1","1","0","1","1","0","1","1","1"
"1638","1","1","1","1","1","0","1","1","0","0","1","1"
"1639","1","1","1","1","1","0","1","1","1","1","1","1"
"1640","1","1","1","1","1","0","1","0","0","1","1","0"
"1641","0","0","0","0","0","0","0","1","1","0","0","0"
"1642","0","1","1","0","1","0","1","0","1","1","1","0"
"1643","0","0","0","0","0","0","0","0","1","0","1","0"
"1644","0","0","0","1","0","0","1","0","1","1","0","0"
"1645","1","0","0","0","0","0","0","0","1","0","0","0"
"1646","1","1","1","1","1","0","1","1","1","1","1","0"
"1647","0","0","1","0","1","0","1","0","1","0","1","0"
"1648","0","0","1","1","1","0","0","0","0","0","1","0"
"1649","1","1","1","1","1","0","1","1","1","0","1","0"
"1650","1","1","0","1","1","0","1","1","1","1","1","1"
"1651","0","1","1","0","0","0","0","0","0","1","0","1"
"1652","1","1","1","1","1","0","1","1","1","1","1","0"
"1653","1","0","0","1","0","0","1","0","1","1","0","1"
"1654","0","1","1","1","1","0","1","0","1","1","1","1"
"1655","0","0","0","0","1","0","1","0","0","0","0","1"
"1656","1","1","0","0","0","0","1","0","1","0","1","0"
"1657","0","0","1","0","0","0","1","0","0","0","0","0"
"1658","0","0","0","0","1","0","0","1","1","0","0","0"
"1659","1","1","1","1","1","0","1","1","1","0","1","1"
"1660","1","1","1","1","1","0","1","1","1","0","0","0"
"1661","0","0","1","0","1","0","0","0","1","0","1","1"
"1662","0","1","1","0","1","0","1","1","1","0","1","0"
"1663","0","0","0","1","1","0","0","0","0","0","0","1"
"1664","0","1","0","0","0","0","0","1","1","0","0","0"
"1665","1","0","0","0","0","0","0","0","1","0","0","0"
"1666","1","1","1","0","0","0","1","1","1","0","1","0"
"1667","1","1","1","1","1","0","1","0","0","1","1","1"
"1668","1","0","1","1","1","0","1","1","1","1","0","0"
"1669","0","0","0","0","0","0","0","0","0","1","0","1"
"1670","1","1","1","1","1","0","1","0","1","1","1","1"
"1671","0","0","1","0","0","0","1","0","0","0","0","0"
"1672","0","0","1","1","1","0","0","1","1","1","1","1"
"1673","0","0","1","1","0","0","1","1","0","0","1","0"
"1674","0","1","1","1","1","0","1","1","0","0","1","0"
"1675","0","0","0","1","0","0","0","0","0","0","0","1"
"1676","1","1","1","1","1","0","0","0","1","1","1","1"
"1677","0","1","1","0","1","0","1","1","1","0","1","0"
"1678","1","1","1","1","1","0","1","1","1","1","1","1"
"1679","0","0","0","0","1","0","0","0","0","1","0","1"
"1680","1","1","1","1","1","0","0","1","1","1","1","1"
"1681","0","0","0","1","0","0","0","0","0","1","0","1"
"1682","0","0","0","1","0","0","1","0","0","0","1","0"
"1683","0","1","1","0","0","0","0","0","0","0","0","1"
"1684","1","1","1","1","1","0","1","1","1","1","1","1"
"1685","0","0","0","1","0","0","0","0","1","0","1","0"
"1686","0","0","1","0","1","0","1","0","0","0","0","0"
"1687","0","1","1","1","1","0","1","1","1","1","1","0"
"1688","0","1","0","0","0","0","0","0","1","1","0","1"
"1689","1","1","0","0","0","0","0","1","1","0","0","0"
"1690","1","1","1","1","1","0","1","0","1","0","1","0"
"1691","1","1","1","1","1","0","1","1","1","0","1","0"
"1692","0","1","0","0","1","0","1","0","0","0","1","0"
"1693","0","0","0","1","0","0","0","0","0","0","0","1"
"1694","1","1","1","1","1","0","1","0","0","1","0","1"
"1695","0","0","0","0","1","0","1","0","0","1","0","0"
"1696","0","1","1","1","1","0","0","0","0","1","1","1"
"1697","1","1","0","1","0","0","0","0","0","0","0","0"
"1698","1","1","1","1","1","0","1","1","1","1","1","0"
"1699","1","1","1","1","1","1","1","1","1","1","1","1"
"1700","1","1","1","1","1","1","1","1","1","1","1","0"
"1701","0","1","1","0","1","0","1","1","1","0","1","0"
"1702","0","0","0","1","1","1","0","0","0","1","0","0"
"1703","0","0","1","1","1","1","1","0","0","1","0","0"
"1704","0","1","1","1","1","0","1","1","0","0","1","0"
"1705","0","1","1","1","1","1","1","0","1","1","1","0"
"1706","0","0","1","1","1","0","0","0","0","1","0","1"
"1707","1","1","1","1","1","0","1","1","0","1","1","0"
"1708","0","1","1","0","0","0","0","1","1","0","1","0"
"1709","0","0","0","0","1","1","0","0","0","0","1","0"
"1710","0","1","1","0","0","0","1","1","1","0","1","0"
"1711","0","1","1","0","1","0","1","1","1","0","1","0"
"1712","0","1","1","1","1","1","1","1","1","1","1","1"
"1713","0","0","1","1","1","1","0","0","0","1","0","1"
"1714","1","1","1","1","1","1","1","1","1","1","1","1"
"1715","0","0","0","1","0","0","0","1","1","0","1","1"
"1716","0","0","1","0","0","0","1","1","0","0","1","0"
"1717","0","1","1","0","1","0","1","0","1","1","0","0"
"1718","0","1","0","0","0","0","1","1","1","0","0","0"
"1719","0","0","0","1","1","1","0","1","1","1","1","0"
"1720","1","0","1","1","1","1","1","1","1","1","1","0"
"1721","0","0","0","1","1","1","0","0","0","0","0","1"
"1722","0","0","0","1","1","1","1","0","0","1","0","1"
"1723","0","0","1","1","1","1","0","1","1","1","1","1"
"1724","0","1","1","0","1","1","0","0","0","1","1","0"
"1725","0","1","1","1","1","1","1","1","1","1","1","1"
"1726","1","1","1","1","0","1","1","1","1","1","1","1"
"1727","1","1","1","0","1","0","1","1","1","0","1","0"
"1728","0","1","1","1","1","0","1","1","1","0","1","0"
"1729","0","0","0","0","0","0","0","0","0","1","0","1"
"1730","0","0","0","0","0","0","0","0","0","1","0","1"
"1731","1","1","1","1","1","0","1","1","1","1","1","1"
"1732","0","1","0","0","0","0","0","1","0","0","0","0"
"1733","1","0","1","0","0","1","0","0","0","1","0","0"
"1734","0","0","1","1","1","1","1","0","0","1","1","0"
"1735","0","1","1","1","1","1","1","0","1","1","1","1"
"1736","1","1","0","0","1","0","0","0","1","0","1","0"
"1737","0","0","1","1","1","1","1","1","0","1","1","1"
"1738","1","1","1","1","1","1","1","1","1","1","1","0"
"1739","0","0","1","0","1","0","1","1","0","0","0","1"
"1740","0","0","1","0","1","0","1","0","0","0","1","0"
"1741","1","1","1","1","1","0","1","1","1","1","1","1"
"1742","0","1","1","1","1","0","0","0","0","0","1","1"
"1743","1","1","1","1","1","0","1","1","1","1","1","1"
"1744","1","0","0","1","0","0","0","0","1","0","0","0"
"1745","1","1","0","0","0","0","0","1","1","0","0","0"
"1746","1","1","0","1","0","1","1","0","0","0","0","0"
"1747","0","1","0","0","0","0","0","1","0","0","0","0"
"1748","0","0","1","0","1","0","1","0","0","0","1","0"
"1749","1","0","1","0","1","1","0","1","1","0","1","0"
"1750","1","1","1","1","1","0","1","1","1","1","1","0"
"1751","1","1","0","0","0","0","0","1","1","0","0","0"
"1752","0","1","0","1","1","1","1","0","0","1","1","1"
"1753","1","1","1","1","1","1","1","1","0","0","1","0"
"1754","1","1","1","0","1","0","1","1","1","0","1","0"
"1755","0","0","1","0","1","0","0","0","1","0","1","1"
"1756","0","1","1","1","1","0","1","1","0","0","1","0"
"1757","0","0","1","0","0","0","1","0","0","0","0","0"
"1758","1","1","1","1","1","1","0","1","1","1","1","1"
"1759","0","1","1","1","1","1","1","1","1","1","1","1"
"1760","0","0","1","1","1","1","1","1","0","0","1","1"
"1761","1","1","1","1","1","0","1","1","1","1","1","1"
"1762","1","1","1","1","1","1","1","1","1","1","1","1"
"1763","0","1","1","1","1","1","1","1","1","1","1","0"
"1764","1","1","1","0","1","0","1","1","0","0","1","0"
"1765","0","1","1","0","1","0","1","1","1","0","1","0"
"1766","0","0","1","1","0","1","1","1","1","0","1","0"
"1767","0","0","1","0","1","0","0","0","1","0","1","0"
"1768","0","1","1","1","1","1","1","1","1","1","1","1"
"1769","0","0","1","0","1","0","1","0","0","1","1","0"
"1770","0","0","1","1","1","1","0","0","0","1","0","1"
"1771","1","1","0","0","0","0","0","1","1","0","0","0"
"1772","1","1","1","1","0","1","1","1","0","1","0","1"
"1773","0","0","0","1","0","0","0","0","0","1","0","1"
"1774","1","0","1","1","1","0","1","1","0","1","1","0"
"1775","1","1","1","1","1","1","1","1","1","1","1","1"
"1776","0","1","1","0","1","0","0","1","0","0","0","0"
"1777","1","1","1","1","1","1","1","1","1","1","1","1"
"1778","0","0","0","1","0","0","0","0","0","1","0","0"
"1779","1","1","0","0","0","0","0","1","1","0","0","0"
"1780","0","1","1","1","1","1","1","1","1","1","1","1"
"1781","1","1","1","1","1","1","1","1","1","1","1","1"
"1782","0","0","0","1","1","1","0","1","0","1","1","1"
"1783","1","1","1","0","1","0","1","1","1","0","0","1"
"1784","0","1","1","1","1","1","1","1","1","1","1","0"
"1785","0","0","0","0","0","1","0","1","0","0","1","1"
"1786","0","0","1","0","1","0","1","1","0","0","0","0"
"1787","0","1","1","1","1","1","1","0","0","1","0","1"
"1788","0","0","1","0","1","0","0","1","0","0","0","0"
"1789","0","0","1","1","1","0","1","0","0","1","1","0"
"1790","0","0","1","0","0","0","0","1","1","0","0","0"
"1791","0","1","1","1","1","0","0","0","0","0","0","0"
"1792","0","1","0","1","1","1","0","0","0","1","0","1"
"1793","0","1","1","0","1","1","1","1","1","1","1","0"
"1794","0","1","1","1","1","0","1","0","1","0","1","0"
"1795","0","0","0","0","1","1","1","1","0","1","1","1"
"1796","1","1","1","0","1","0","1","0","1","0","1","0"
"1797","1","1","1","1","1","1","1","1","1","1","1","0"
"1798","0","1","1","0","0","0","1","1","1","0","1","0"
"1799","0","1","0","1","1","1","1","1","1","0","0","0"
"1800","0","0","1","0","1","0","1","0","1","0","1","1"
"1801","1","1","1","0","1","0","1","1","1","0","1","1"
"1802","1","1","1","0","1","1","1","1","0","1","0","1"
"1803","0","0","1","0","1","1","1","1","0","0","0","0"
"1804","1","0","0","0","0","0","0","0","0","0","0","0"
"1805","0","0","1","1","1","0","1","1","1","1","1","0"
"1806","0","1","1","1","0","0","1","0","1","1","1","0"
"1807","0","1","1","0","1","0","1","0","0","0","1","0"
"1808","0","1","1","1","1","1","1","0","0","1","1","1"
"1809","0","0","1","1","1","1","1","0","0","1","1","1"
"1810","0","1","1","1","1","1","1","1","1","1","1","1"
"1811","1","1","1","1","1","1","1","1","1","1","1","1"
"1812","1","1","1","1","1","1","1","1","1","0","1","1"
"1813","0","0","1","0","1","1","1","1","0","1","1","0"
"1814","0","0","0","0","0","0","0","1","1","0","0","0"
"1815","0","1","0","1","0","1","1","0","0","1","0","1"
"1816","1","1","0","0","0","0","1","0","0","0","0","0"
"1817","0","1","1","0","1","0","0","0","1","0","1","0"
"1818","0","1","0","1","0","0","0","1","0","1","0","1"
"1819","1","1","1","1","1","0","1","1","1","1","1","0"
